file,title,file_caption_en,file_caption_nl,depicts_P180,depicts_P180_label_en,depicts_P180_description_en,depicts_P180_label_nl,depicts_P180_description_nl,categories,wikidata_usage,wikidata_label
https://commons.wikimedia.org/entity/M146098578,File:Frans Hoes.jpg,"Portrait of Frans Hoes, Dutch publisher (publisher Joost van den Vondel) (1893-1953)","Portret van Frans Hoes, Nederlands uitgever (uitgeverij Joost van den Vondel) (1893-1953)",Q124422904,Frans Hoes,Dutch publisher (publisher Joost van den Vondel) (1893-1953),Frans Hoes,Nederlands uitgever (uitgeverij Joost van den Vondel) (1893-1953),De katholieke encyclopaedie; Frans Hoes,Q124422904,Frans Hoes
https://commons.wikimedia.org/entity/M145301374,File:Frans Olbrechts.jpg,"Portrait of Frans M. Olbrechts, Belgian folklorist, ethnologist and anthropologist (1899-1958)","Portret van Frans M. Olbrechts, Belgisch volkskundige, etnoloog en antropoloog (1899-1958)",Q42899837,Frans M. Olbrechts,"Olbrechts, Frans M. (1899-1958)",Frans M. Olbrechts,"Belgisch volkskundige, etnoloog en antropoloog (1899-1958)",De katholieke encyclopaedie; Frans Olbrechts,Q42899837,Frans M. Olbrechts
https://commons.wikimedia.org/entity/M146888086,File:Frans van Amelsvoort.jpg,"Portrait of Frans van Amelsvoort, composer (1919-1975)","Portret van Frans van Amelsvoort, Nederlandse componist (1919-1975)",Q116521412,Frans van Amelsvoort,composer (1919-1975),Frans van Amelsvoort,Nederlandse componist (1919-1975),De katholieke encyclopaedie; Frans van Amelsvoort,Q116521412,Frans van Amelsvoort
https://commons.wikimedia.org/entity/M146098297,File:Frans van Hoeck.jpg,"Portrait of Frans van Hoeck, Dutch religious and author (1873-1956)","Portret van Frans van Hoeck, Nederlands religieus en auteur (1873-1956)",Q124422819,Frans van Hoeck,Dutch religious and author (1873-1956),Frans van Hoeck,Nederlands religieus en auteur (1873-1956),De katholieke encyclopaedie; Frans van Hoeck,Q124422819,Frans van Hoeck
https://commons.wikimedia.org/entity/M182678879,"File:François Bohn, 1850-1900 - BBB-1427.jpg","Portrait of François Bohn, printer and publisher in Haarlem (ca. 1850-1900)","Portret van François Bohn, drukker en uitgever te Haarlem (in ca 1850-1900)",Q138727980,François Bohn,printer and publisher in Haarlem (in ca 1850-1900),François Bohn,drukker en uitgever te Haarlem (in ca 1850-1900),Beeldbank Nederlandse Boekgeschiedenis,Q138727980,François Bohn
https://commons.wikimedia.org/entity/M73741804,File:Frater Vincentius (JV de Groot) 1871.png,"Portrait of Joannes Vincentius de Groot, university teacher from the Netherlands (1848-1922)","Portret van Joannes Vincentius de Groot, Nederlands filosoof (1848-1922)",Q57313514,Joannes Vincentius de Groot,university teacher from the Netherlands (1848-1922),Joannes Vincentius de Groot,Nederlands filosoof (1848-1922),Joannes Vincentius de Groot,,
https://commons.wikimedia.org/entity/M98376635,File:Fred J. Roeske - Onze Musici (1923).jpg,"Portrait of Fred, J. Roeske, Dutch musician (1869-1961)","Portret van Fred. J. Roeske, Nederlands musicus (1869-1961)",Q71738387,"Fred, J. Roeske",Dutch musician (1869-1961),Fred. J. Roeske,Nederlands musicus (1869-1961),Frederik Jan Roeske; Onze Musici (1923),,
https://commons.wikimedia.org/entity/M123807721,File:Frederico Henerico D. G. Principi Arausionensium - KONB16-537652183 - Prent 1 van 1.jpg,"Portrait of Frederick Henry of Orange-Nassau, prince of Orange and stadtholder of Holland (1584-1647)","Portret van Frederik Hendrik van Oranje, stadhouder, prins van Oranje en graaf van Nassau (1584-1645)",Q167236,Frederick Henry of Orange-Nassau,prince of Orange and stadtholder of Holland (1584-1647),Frederik Hendrik van Oranje,"stadhouder, prins van Oranje en graaf van Nassau (1584-1645)",Broadsheet prints from Koninklijke Bibliotheek; Broadsheet prints from Koninklijke Bibliotheek - Portraits,,
https://commons.wikimedia.org/entity/M146049910,File:Frederik Haan.jpg,"Portrait of Frederik Haan, Dutch lawyer (1905-1988)","Portret van Frederik Haan, Nederlands jurist (1905-1988)",Q124417702,Frederik Haan,Dutch lawyer (1905-1988),Frederik Haan,Nederlands jurist (1905-1988),De katholieke encyclopaedie; Frederik Haan,Q124417702,Frederik Haan
https://commons.wikimedia.org/entity/M182676159,"File:Frederik Muller (1817-1881), 1881 - BBB-1409.jpg","Portrait of Frederik Muller, Bibliographer, book seller, and print collector who wrote a catalog of prints (22 July 1817 – 4 January 1881) (1817-1881)","Portret van Frederik Muller, Nederlands kunsthandelaar (1817-1881)",Q2379463,Frederik Muller,"Bibliographer, book seller, and print collector who wrote a catalog of prints (22 July 1817 – 4 January 1881)",Frederik Muller,Nederlands kunsthandelaar (1817-1881),Beeldbank Nederlandse Boekgeschiedenis; Frederik Muller,,
https://commons.wikimedia.org/entity/M121400417,"File:Frederik van Eeden, 1920.jpg","Portrait of Frederik van Eeden, Dutch writer and psychiatrist (1860-1932)","Frederik van Eeden, 1920",Q211514,Frederik van Eeden,Dutch writer and psychiatrist (1860-1932),Frederik van Eeden,Nederlands schrijver (1860-1932),De Courant; Frederik van Eeden,,
https://commons.wikimedia.org/entity/M82773641,File:Fridolin Marinus Knobel 1913.jpg,"Portrait of Fridolin Marinus Knobel, Dutch politician (1857-1933)","Portret van Fridolin Marinus Knobel, Nederlands politicus (1857-1933)",Q2707010,Fridolin Marinus Knobel,Dutch politician (1857-1933),Fridolin Marinus Knobel,Nederlands politicus (1857-1933),Fridolin Marinus Knobel; Photographs by J.L. de Lavieter & Co.,,
https://commons.wikimedia.org/entity/M123808070,File:Friedrich Heinrich Jacobi. Hemsterhuis amicus ad viv. delin - KONB16-537660747 - Prent 1 van 1.jpg,"Portrait of Friedrich Heinrich Jacobi, German philosopher (1743-1819)","Portret van Friedrich Heinrich Jacobi, Duits filosoof (1743-1819)",Q168004,Friedrich Heinrich Jacobi,German philosopher (1743-1819),Friedrich Heinrich Jacobi,Duits filosoof (1743-1819),Broadsheet prints from Koninklijke Bibliotheek; Broadsheet prints from Koninklijke Bibliotheek - Portraits,,
https://commons.wikimedia.org/entity/M155926623,File:Friedrich Ludwig Mallet.jpg,"Portrait of Friedrich Ludwig Mallet, German theologian (1792-1865)","Portret van Friedrich Ludwig Mallet, Duits theoloog (1792-1865)",Q1460887,Friedrich Ludwig Mallet,German theologian (1792-1865),Friedrich Ludwig Mallet,Duits theoloog (1792-1865),Christelijke encyclopædie voor het Nederlandsche volk; Friedrich Ludwig Mallet,,
https://commons.wikimedia.org/entity/M98376387,File:Frits Koeberg - Onze Musici (1923).jpg,"Portrait of Frits Koeberg, Netherlands composer, educator and conductor (1876-1961)","Portret van Frits Koeberg, Nederlands componist en dirigent (1876-1961)",Q15839242,Frits Koeberg,"Netherlands composer, educator and conductor (1876-1961)",Frits Koeberg,Nederlands componist en dirigent (1876-1961),Frits Koeberg; Onze Musici (1923),Q15839242,Frits Koeberg
https://commons.wikimedia.org/entity/M99105586,"File:Frits Koolhoven, 1920.jpg","Portrait from 1920 of Frederick Koolhoven, Dutch aerospace engineer (1886-1946)","Portret van Frits Koolhoven, Nederlands luchtvaartpionier (1886-1946)",Q1375173,Frederick Koolhoven,Dutch aerospace engineer (1886-1946),Frits Koolhoven,Nederlands luchtvaartpionier (1886-1946),Frederick Koolhoven,,
https://commons.wikimedia.org/entity/M110830622,"File:Frits Sieger, 2de sekrelaris van kunstenaarsvereniging De Onafhankelijken, 1937.jpg","Portrait of Frits Sieger, Dutch sculptor (1893-1990)","Frits Sieger, 2de sekrelaris van kunstenaarsvereniging De Onafhankelijken, 1937",Q2400214,Frits Sieger,Dutch sculptor (1893-1990),Frits Sieger,Nederlands beeldhouwer (1893-1990),Frits Sieger,,
https://commons.wikimedia.org/entity/M145777648,File:Frits Willem van Berckel.jpg,"Portrait of Frits Willem van Berckel, Dutch engineer (1896-1981)","Portret van Frits Willem van Berckel, Nederlands ingenieur (1896-1981)",Q124372444,Frits Willem van Berckel,Dutch engineer (1896-1981),Frits Willem van Berckel,Nederlands ingenieur (1896-1981),De katholieke encyclopaedie; Frits Willem van Berckel,Q124372444,Frits Willem van Berckel
https://commons.wikimedia.org/entity/M155229977,File:Frédéric Bettex.jpg,"Portrait of Frédéric Bettex, Swiss writer (1837-1915)","Portret van Frédéric Bettex, schrijver uit Zwitserland (1837-1915)",Q125196,Frédéric Bettex,Swiss writer (1837-1915),Frédéric Bettex,schrijver uit Zwitserland (1837-1915),Christelijke encyclopædie voor het Nederlandsche volk; Frédéric Bettex,Q125196,Frédéric Bettex
https://commons.wikimedia.org/entity/M121215551,File:Furukawa Shohatsue - KONB11-S4261-16-A.jpg,"Portrait of Shohatsue Furukawa, one of the Japanese naval officers who came to the Netherlands in 1862 to follow the construction of the steamship Kaiyo-maru","Portet van Shohatsue Furukawa, een van de Japanse marineofficieren die in 1862 naar Nederland komen om de bouw van het stoomschip Kaiyo-maru te volgen",Q138727981,Shohatsue Furukawa,officer in the Japanese Navy  (circa 1862),Shohatsue Furukawa,officier in de Japanse marine  (circa 1862),400 years The Netherlands – Japan (Memory of The Netherlands); Photographs by Bernard Bruining; Shohatsue Furukawa,Q138727981,Shohatsue Furukawa
https://commons.wikimedia.org/entity/M144972434,File:Fé Haije.jpg,"Portrait of Fé Haije, Dutch feminist (1891-1948)","Portret van Fé Haije, Nederlandse feminist (1891-1948)",Q62035264,Fé Haije,Dutch feminist (1891-1948),Fé Haije,Nederlandse feminist (1891-1948),De katholieke encyclopaedie; Fé Haije,Q62035264,Fé Haije
https://commons.wikimedia.org/entity/M111849011,"File:Félicien Bobeldijk, 1925.jpg","Portrait from 1925 of Félicien Bobeldijk, Dutch painter (1876-1964)","Portret van Félicien Bobeldijk, Nederlands kunstschilder (1876-1964)",Q18563144,Félicien Bobeldijk,Dutch painter (1876-1964),Félicien Bobeldijk,Nederlands kunstschilder (1876-1964),Félicien Bobeldijk; Haagsche Courant; Painters at work in the Netherlands,,
https://commons.wikimedia.org/entity/M112329754,File:G de Raad portrait from De Indische Courant 1941.jpg,"Portrait from 1941 of Gijsbertus de Raad, Dutch politician, member of the Volksraad (1888 - 1945)","Portret van Gijsbertus de Raad, Nederlands politicus (1888 - 1945)",Q109440705,Gijsbertus de Raad,"Dutch politician, member of the Volksraad (1888 - 1945)",Gijsbertus de Raad,Nederlands politicus (1888 - 1945),Dutch East Indies; Gijsbertus de Raad; Line art in Koninklijke Bibliotheek,Q108810831,Gijsbertus de Raad
https://commons.wikimedia.org/entity/M89999262,File:G. Bramer.jpg,"Portrait of Gerrit Bramer, politician (1904-1991)","Portret van Gerrit Bramer, Nederlands burgemeester (1904-1991)",Q46698205,Gerrit Bramer,politician (1904-1991),Gerrit Bramer,Nederlands burgemeester (1904-1991),Gerrit Bramer,Q46698205,Gerrit Bramer
https://commons.wikimedia.org/entity/M110810463,"File:G. J. Roermeester, de 86-Jarige nestor, in z'n Haagsche atelier, 1928.jpg","Portrait of Gerardus Johannes Roermeester, Dutch painter, 1844-1936 (1844-1936)","G. J. Roermeester, de 86-Jarige nestor, in z'n Haagsche atelier, 1928",Q34322492,Gerardus Johannes Roermeester,"Dutch painter, 1844-1936 (1844-1936)",Gerardus Johannes Roermeester,Nederlands kunstschilder (1844-1936),Gerardus Johannes Roermeester; Haagsche Kunstschilders in hun atelier,Q34322492,Gerardus Johannes Roermeester
https://commons.wikimedia.org/entity/M111936078,"File:G. Mesdag-van Calcar, 1927.jpg","Portrait of Geesje Mesdag-van Calcar, Dutch painter (1850-1936)","G. Mesdag-van Calcar, 1927",Q13640653,Geesje Mesdag-van Calcar,Dutch painter (1850-1936),Geesje Mesdag-van Calcar,Nederlands kunstschilderes (1850-1936),Geesje Mesdag-van Calcar; Maandblad voor beeldende kunsten,Q13640653,Geesje Mesdag-van Calcar
https://commons.wikimedia.org/entity/M89999382,File:G. Oprel.jpg,"Portrait of Gerrit Oprel, Dutch Mayor","Portret van Gerrit Oprel, Nederlands burgemeester",Q100958284,Gerrit Oprel,Dutch Mayor,Gerrit Oprel,Nederlands burgemeester,Gerrit Oprel,Q100958284,Gerrit Oprel
https://commons.wikimedia.org/entity/M121298833,"File:G. W. Kampschöer. Burgemeester der gemeente Monster, 1925.jpg","G.W. Kampschöer. Mayor of the municipality of Monster, 1925 (1891-1963)","G. W. Kampschöer. Burgemeester der gemeente Monster, 1925 (1891-1963)",Q27670118,Gerardus Wilhelmus Kampschöer,Dutch politician (1891-1963),Gerardus Wilhelmus Kampschöer,Nederlands politicus (1891-1963),Gerardus Wilhelmus Kampschöer; Nieuwe Haarlemsche courant,,
https://commons.wikimedia.org/entity/M96783014,File:G.A. Bax (1911-1965).jpg,"Portrait of Gerrit Adriaan Bax, Dutch politician (1911-1965)","Portret van Gerrit Adriaan Bax, Nederlands burgemeester (1911-1965)",Q83690654,Gerrit Adriaan Bax,Dutch politician (1911-1965),Gerrit Adriaan Bax,Nederlands burgemeester (1911-1965),Gerrit Adriaan Bax (1911-1965); Media from De Amsterdammer,Q83690654,Gerrit Adriaan Bax
https://commons.wikimedia.org/entity/M146023132,File:G.C.W. Gorris.jpg,Portrait of Gerhard Carl Wilhelm Görris (1877-1948),Portret van Gerhard Carl Wilhelm Görris (1877-1948),Q102044115,Gerhard Carl Wilhelm Görris,(1877-1948),Gerhard Carl Wilhelm Görris,(1877-1948),De katholieke encyclopaedie; G.C.W. Gorris,Q102044115,Gerhard Carl Wilhelm Görris
https://commons.wikimedia.org/entity/M94251274,File:G.H.A. Habets.jpg,"Portrait of Gerardus Hubertus Alphonse Habets, Dutch Mayor","Portret van Gerardus Hubertus Alphonse Habets, Nederlands burgemeester",Q100890437,Gerardus Hubertus Alphonse Habets,Dutch Mayor,Gerardus Hubertus Alphonse Habets,Nederlands burgemeester,Gerardus Hubertus Alphonse Habets; Mayoral uniforms,Q100890437,Gerardus Hubertus Alphonse Habets
https://commons.wikimedia.org/entity/M146084442,File:G.J. Heymeijer.jpg,"Portrait of G.J. Heymeijer, Dutch agronomist, the ‘founding father’ of Holambra (1903-1973)","Portret van G.J. Heymeijer, Nederlands landbouwkundige, de ‘founding father’ van Holambra (1903-1973)",Q124422365,G.J. Heymeijer,"Dutch agronomist, the ‘founding father’ of Holambra (1903-1973)",G.J. Heymeijer,"Nederlands landbouwkundige, de ‘founding father’ van Holambra (1903-1973)",De katholieke encyclopaedie; G.J. Heymeijer,Q124422365,G.J. Heymeijer
https://commons.wikimedia.org/entity/M129219758,"File:G.J. Roermeester, 1924.jpg","Portrait of Gerardus Johannes Roermeester, Dutch painter, 1844-1936 (1844-1936)","G.J. Roermeester, 1924",Q34322492,Gerardus Johannes Roermeester,"Dutch painter, 1844-1936 (1844-1936)",Gerardus Johannes Roermeester,Nederlands kunstschilder (1844-1936),Gerardus Johannes Roermeester; Maandblad voor beeldende kunsten,,
https://commons.wikimedia.org/entity/M146211571,File:G.M.B. Kreling.jpg,"Portrait of Gerardus Matthaeus Bernardus Kreling, Dutch professor (1888-1973)","Portret van Gerardus Matthaeus Bernardus Kreling, Nederlands hoogleraar (1888-1973)",Q71163618,Gerardus Matthaeus Bernardus Kreling,Dutch professor (1888-1973),Gerardus Matthaeus Bernardus Kreling,Nederlands hoogleraar (1888-1973),De katholieke encyclopaedie; G.M.B. Kreling,,
https://commons.wikimedia.org/entity/M146408863,File:G.M.G.H. Russel.jpg,"Portrait of George Marie Gabrie͏̈l Henri Russel, university teacher (1891-1962)","Portret van George Russel, academisch docent (1891-1962)",Q71164460,George Marie Gabrie͏̈l Henri Russel,university teacher (1891-1962),George Russel,academisch docent (1891-1962),De katholieke encyclopaedie; G.M.G.H. Russel,,
https://commons.wikimedia.org/entity/M146221150,File:G.Th.W. Lamers.jpg,"Portrait of G.Th.W. Lamers, Dutch regular cleric (1881-1938)","Portret van G.Th.W. Lamers, Nederlands reguliere geestelijke (1881-1938)",Q124440843,G.Th.W. Lamers,Dutch regular cleric (1881-1938),G.Th.W. Lamers,Nederlands reguliere geestelijke (1881-1938),De katholieke encyclopaedie; G.Th.W. Lamers,Q124440843,G.Th.W. Lamers
https://commons.wikimedia.org/entity/M121299038,"File:G.W. Kampschöer, nieuw Tweede Kamerlid, 1925.jpg","G.W. Kampschöer, new Member of Parliament, 1925 (1891-1963)","G.W. Kampschöer, nieuw Tweede Kamerlid, 1925 (1891-1963)",Q27670118,Gerardus Wilhelmus Kampschöer,Dutch politician (1891-1963),Gerardus Wilhelmus Kampschöer,Nederlands politicus (1891-1963),De Maasbode; Gerardus Wilhelmus Kampschöer,,
https://commons.wikimedia.org/entity/M104625801,File:Gabriël Vigeveno.jpg,"Portrait of Gabriël Vigeveno, Dutch fencer (1888-1952)","Portret van Gabriël Vigeveno, Nederlands schermer (1888-1952)",Q21096200,Gabriël Vigeveno,Dutch fencer (1888-1952),Gabriël Vigeveno,Nederlands schermer (1888-1952),Gabriël Vigeveno,Q21096200,Gabriël Vigeveno
https://commons.wikimedia.org/entity/M145972694,File:Gaston Eyskens.jpg,"Portrait of Gaston Eyskens, Belgian prime minister (1905-1988)","Portret van Gaston Eyskens, Belgisch politicus (1905-1988)",Q14999,Gaston Eyskens,Belgian prime minister (1905-1988),Gaston Eyskens,Belgisch politicus (1905-1988),De katholieke encyclopaedie; Gaston Eyskens,,
https://commons.wikimedia.org/entity/M151118563,File:Geertruida van Maarseveen in het Dagelijks Bestuur van de Tentoonstelling De Vrouw 1813-1913.jpg,"Portrait of Geertruida Wilhelmina Petronella van Maarseveen van Leeuwen, editor (1874-1943)",Geertruida van Maarseveen in het Dagelijks Bestuur van de Tentoonstelling De Vrouw 1813-1913,Q88472097,Geertruida Wilhelmina Petronella van Maarseveen van Leeuwen,editor (1874-1943),Geertruida Wilhelmina Petronella van Maarseveen van Leeuwen,Nederlands bewerkster (1874-1943),"Gedenkboek van de tentoonstelling De Vrouw, 1813-1913; Geertruida van Maarseveen",Q88472097,Geertruida Wilhelmina Petronella van Maarseveen van Leeuwen
https://commons.wikimedia.org/entity/M97656374,File:Gelske Brouwer.jpg,"Portrait of Gelske Venema-Brouwe, Dutch speed skater (1876-1957)","Portret van Gelske Venema-Brouwe, Nederlandse schaatser (1876-1957)",Q98546013,Gelske Venema-Brouwe,Dutch speed skater (1876-1957),Gelske Venema-Brouwe,Nederlandse schaatser (1876-1957),1922 in sports; Gelske Brouwer; Groningen (city) in the 1920s; Kortebaanschaatsen; Speedskaters from the Netherlands,Q98546013,Gelske Venema-Brouwe
https://commons.wikimedia.org/entity/M82247266,File:Generaal Van Kesteren (1837-1917).jpg,"Portrait of Carel Eliza van Kesteren, Lieutenant general of the Netherlands (1837-1917)","Portret van Carel Eliza van Kesteren, Nederlands officier (1837-1917)",Q67710175,Carel Eliza van Kesteren,Lieutenant general of the Netherlands (1837-1917),Carel Eliza van Kesteren,Nederlands officier (1837-1917),Lieutenants of the Netherlands; Photographs by Gustaaf Adolf Mögle,Q67710175,Carel Eliza van Kesteren
https://commons.wikimedia.org/entity/M98376662,File:Georg Rijken - Onze Musici (1923).jpg,"Portrait of Georg Rijken, Dutch musician (1863-1948)","Portret van Georg Rijken, Nederlands musicus (1863-1948)",Q104621199,Georg Rijken,Dutch musician (1863-1948),Georg Rijken,Nederlands musicus (1863-1948),Georg Rijken; Onze Musici (1923),Q71738388,Georg Rijken
https://commons.wikimedia.org/entity/M155256470,File:George Frans Gezelle Meerburg.jpg,"Portrait of George Gezelle Meerburg, Dutch christian minister (1806-1855)","Portret van George Gezelle Meerburg, Nederlands predikant (1806-1855)",Q5003049,George Gezelle Meerburg,Dutch christian minister (1806-1855),George Gezelle Meerburg,Nederlands predikant (1806-1855),Christelijke encyclopædie voor het Nederlandsche volk; George Frans Gezelle Meerburg,Q5003049,George Gezelle Meerburg
https://commons.wikimedia.org/entity/M111832015,"File:George Henri Lantman, 1925.jpg","Portrait from 1935 of George Henri Lantman, Dutch goldsmith (1875-1933)","Portret van George Henri Lantman, Nederlands goudsmid (1875-1933)",Q29422153,George Henri Lantman,Dutch goldsmith (1875-1933),George Henri Lantman,Nederlands goudsmid (1875-1933),George Henri Lantman; Media from Algemeen Handelsblad,Q1952977,George Henri Lantman
https://commons.wikimedia.org/entity/M111832015,"File:George Henri Lantman, 1925.jpg","Portrait from 1935 of George Henri Lantman, Dutch goldsmith (1875-1933)","Portret van George Henri Lantman, Nederlands goudsmid (1875-1933)",Q1952977,George Henri Lantman,Dutch goldsmith (1875-1933),George Henri Lantman,Nederlands goudsmid (1875-1933),George Henri Lantman; Media from Algemeen Handelsblad,Q1952977,George Henri Lantman
https://commons.wikimedia.org/entity/M182675889,"File:George Lodewijk Funke (1836-1885), 1880 - BBB-1383.jpg","Portrait of George Lodewijk Funke, Dutch publisher (1836-1885)",George Lodewijk Funke (1836-1885),Q27824967,George Lodewijk Funke,Dutch publisher (1836-1885),George Lodewijk Funke,Nederlands uitgever (1836-1885),Beeldbank Nederlandse Boekgeschiedenis; George Lodewijk Funke,Q27824967,George Lodewijk Funke
https://commons.wikimedia.org/entity/M90122585,File:George Montagu Harris.jpg,"Portrait of George Montagu Harris, urban planner (1868-1951)","Portret van George Montagu Harris, planoloog (1868-1951)",Q94823734,George Montagu Harris,urban planner (1868-1951),George Montagu Harris,planoloog (1868-1951),George Montagu Harris,Q94823734,George Montagu Harris
https://commons.wikimedia.org/entity/M9658839,File:George Weightman-Smith 01.jpg,"Portrait of George Weightman-Smith, South African hurdler, javelin thrower and decathlete (1905-)","Portret van George Weightman-Smith, atleet uit Zuid-Afrika (1905-)",Q16235237,George Weightman-Smith,"South African hurdler, javelin thrower and decathlete (1905-)",George Weightman-Smith,atleet uit Zuid-Afrika (1905-),1928 Summer Olympics athletics competitors; George Weightman-Smith,Q16235237,George Weightman-Smith
https://commons.wikimedia.org/entity/M82329298,File:Gerard Arnold Adriaan Nahuys 1922.jpg,"Portrait of Gerard Arnold Adriaan Nahuys, Dutch mayor","Portret van Gerard Arnold Adriaan Nahuys, Nederlands burgemeester",Q138727984,Gerard Arnold Adriaan Nahuys,Dutch mayor,Gerard Arnold Adriaan Nahuys,Nederlands burgemeester,Gerard Arnold Adriaan Nahuys,Q138727984,Gerard Arnold Adriaan Nahuys
https://commons.wikimedia.org/entity/M98376147,File:Gerard Bunk - Onze Musici (1923).jpg,"Portrait of Gerard Bunk, Dutch composer, pianist, and organist (1888-1958)","Portret van Gerard Bunk, Duits organist (1888-1958)",Q1479338,Gerard Bunk,"Dutch composer, pianist, and organist (1888-1958)",Gerard Bunk,Duits organist (1888-1958),Gerard Bunk; Onze Musici (1923),,
https://commons.wikimedia.org/entity/M110840299,"File:Gerard Hordijk, ontwerper der dekors, 1937.jpg","Portrait of Gerard Hordijk, Dutch painter (1899-1958)","Gerard Hordijk, ontwerper der dekors, 1937",Q5390332,Gerard Hordijk,Dutch painter (1899-1958),Gerard Hordijk,Nederlands kunstschilder (1899-1958),De Kunst; Gerard Hordijk,Q5390332,Gerard Hordijk
https://commons.wikimedia.org/entity/M145614324,File:Gerard Knuvelder.jpg,"Portrait of Gerard Knuvelder, Dutch writer (1902-1982)","Portret van Gerard Knuvelder, Nederlands schrijver (1902-1982)",Q3934819,Gerard Knuvelder,Dutch writer (1902-1982),Gerard Knuvelder,Nederlands schrijver (1902-1982),De katholieke encyclopaedie; Gerard Knuvelder,Q3934819,Gerard Knuvelder
https://commons.wikimedia.org/entity/M146098885,File:Gerard Lucas Hofsteenge.jpg,"Portrait of Gerard Lucas Hofsteenge, Dutch geologist (1908-1945)","Portret van Gerard Lucas Hofsteenge, Nederlands geoloog (1908-1945)",Q124423395,Gerard Lucas Hofsteenge,Dutch geologist (1908-1945),Gerard Lucas Hofsteenge,Nederlands geoloog (1908-1945),De katholieke encyclopaedie; Gerard Lucas Hofsteenge,Q124423395,Gerard Lucas Hofsteenge
https://commons.wikimedia.org/entity/M98376140,File:Gerard von Brucken Fock - Onze Musici (1923).jpg,"Portrait of Gerard von Brucken Fock, composer (1859-1935)","Portret van Gerard von Brucken Fock, Nederlands kunstschilder en componist (1859-1935)",Q2374985,Gerard von Brucken Fock,composer (1859-1935),Gerard von Brucken Fock,Nederlands kunstschilder en componist (1859-1935),Gerard von Brucken Fock; Onze Musici (1923),,
https://commons.wikimedia.org/entity/M110836093,"File:Gerardo Dottori, 1937.jpg","Portrait from 1937 of Gerardo Dottori, Italian painter (1884-1977)","Portret van Gerardo Dottori, Italiaans kunstschilder (1884-1977)",Q1365533,Gerardo Dottori,Italian painter (1884-1977),Gerardo Dottori,Italiaans kunstschilder (1884-1977),De Kunst; Gerardo Dottori,,
https://commons.wikimedia.org/entity/M81546010,File:Gerardus Cornelis Nijhoff.jpg,"Portrait of Gerardus Cornelis Nijhoff, university teacher from the Netherlands (1857-1932)","Portret van Gerardus Cornelis Nijhoff, Nederlands hoogleraar (1857-1932)",Q74622003,Gerardus Cornelis Nijhoff,university teacher from the Netherlands (1857-1932),Gerardus Cornelis Nijhoff,Nederlands hoogleraar (1857-1932),Faculty of Rijksuniversiteit Groningen,,
https://commons.wikimedia.org/entity/M82363169,File:Gerardus Johannes Bisschop 1921.jpg,"Portrait of Gerardus Johannes Bisschop, Dutch politician (1868-1939)","Portret van Gerardus Johannes Bisschop, Nederlands politicus (1868-1939)",Q68074598,Gerardus Johannes Bisschop,Dutch politician (1868-1939),Gerardus Johannes Bisschop,Nederlands politicus (1868-1939),Gerardus Johannes Bisschop; Governors of Jakarta,Q68074598,Gerardus Johannes Bisschop
https://commons.wikimedia.org/entity/M146772220,File:Gerardus Johannes van de Well.jpg,"Portrait of Gerardus Johannes van de Well, Dutch engineer (1861-1945)","Portret van Gerardus Johannes van de Well, Nederlands ingenieur (1861-1945)",Q124500202,Gerardus Johannes van de Well,Dutch engineer (1861-1945),Gerardus Johannes van de Well,Nederlands ingenieur (1861-1945),De katholieke encyclopaedie; Gerardus Johannes van de Well,Q124500202,Gerardus Johannes van de Well
https://commons.wikimedia.org/entity/M146748738,File:Gerben Johannes de Vries.jpg,"Portrait of Gerben Johannes de Vries, Dutch docent (1886-1968)","Portret van Gerben Johannes de Vries, Nederlands docent (1886-1968)",Q125121034,Gerben Johannes de Vries,Dutch docent (1886-1968),Gerben Johannes de Vries,Nederlands docent (1886-1968),De katholieke encyclopaedie; Gerben Johannes de Vries,Q125121034,Gerben Johannes de Vries
https://commons.wikimedia.org/entity/M155599900,File:Gerben Ringnalda.jpg,Portrait of Gerben Ringnalda (1828-1904),Portret van Gerben Ringnalda (1828-1904),Q131308328,Gerben Ringnalda,Dutch person (1828-1904),Gerben Ringnalda,Nederlands persoon (1828-1904),Christelijke encyclopædie voor het Nederlandsche volk; Gerben Ringnalda,Q131308328,Gerben Ringnalda
https://commons.wikimedia.org/entity/M59337081,File:Gerhard Badrian (1905-1944).jpg,"Portrait of Gerhard Badrian, German photographer and resistance fighter (1905-1944)","Portret van Gerhard Badrian, Duits fotograaf (1905-1944)",Q2543183,Gerhard Badrian,German photographer and resistance fighter (1905-1944),Gerhard Badrian,Duits fotograaf (1905-1944),Gerhard Badrian,Q2543183,Gerhard Badrian
https://commons.wikimedia.org/entity/M121215731,File:Gerhardus Fabius (1806-1888) - KONB11-38635.jpg,"Portrait of Gerhardus Fabius, Dutch politician (1806-1888)","Portret van Gerhardus Fabius, Nederlands politicus (1806-1888)",Q2010606,Gerhardus Fabius,Dutch politician (1806-1888),Gerhardus Fabius,Nederlands politicus (1806-1888),400 years The Netherlands – Japan (Memory of The Netherlands); Gerhardus Fabius; Paintings by Johan Heinrich Neuman,,
